name,n,K,capacity,timelimit,objective,mip_gap,runtime,vehicles,term,primal,stated_cost,diff,diff_pct
C101,100,,200,200.0,828.9368669428342,0.0,0.24060297012329102,10,OPTIMAL,,,,
C102,100,,200,200.0,828.936865734945,0.060446048290018234,200.020437002182,10,TIME_LIMIT,,,,
C103,100,,200,200.0,828.0648821980841,0.1437273866904847,200.0462851524353,10,TIME_LIMIT,,,,
C104,100,,200,200.0,833.6926232718832,0.38112864977304467,200.08402395248413,10,TIME_LIMIT,,,,
C105,100,,200,200.0,828.9368669428342,0.0,0.19687700271606445,10,OPTIMAL,,,,
C106,100,,200,200.0,828.9368669428342,0.0,0.951030969619751,10,OPTIMAL,,,,
C107,100,,200,200.0,828.9368669428342,0.0,0.23566007614135742,10,OPTIMAL,,,,
C108,100,,200,200.0,828.9368669428342,0.0,33.23257899284363,10,OPTIMAL,,,,
C109,100,,200,200.0,828.9368669428342,0.28003250243152344,200.03730702400208,10,TIME_LIMIT,,,,
C201,100,,700,200.0,591.5565566715017,0.0,0.062419891357421875,3,OPTIMAL,,,,
C202,100,,700,200.0,591.5565566715017,6.8425601456864e-5,0.6830189228057861,3,OPTIMAL,,,,
C203,100,,700,200.0,591.1734427806317,0.0,7.271849870681763,3,OPTIMAL,,,,
C204,100,,700,200.0,604.6623993769623,0.07097258846859293,200.035569190979,3,TIME_LIMIT,,,,
C205,100,,700,200.0,588.8759622787319,0.0,0.4863560199737549,3,OPTIMAL,,,,
C206,100,,700,200.0,588.492848762554,0.0,3.475600004196167,3,OPTIMAL,,,,
C207,100,,700,200.0,588.2863214262126,0.0,12.816671133041382,3,OPTIMAL,,,,
C208,100,,700,200.0,588.3238006573991,0.0,28.457242965698242,3,OPTIMAL,,,,
R101,100,,200,200.0,1642.8768747103454,0.0,0.17348504066467285,20,OPTIMAL,,,,
R102,100,,200,200.0,1475.2457460562762,0.11397429811902333,200.07085180282593,18,TIME_LIMIT,,,,
R103,100,,200,200.0,1260.5339655260727,0.2378384199560747,200.02179789543152,16,TIME_LIMIT,,,,
R104,100,,200,200.0,1067.9354882911896,0.30908391780516165,200.14301419258118,12,TIME_LIMIT,,,,
R105,100,,200,200.0,1360.783198336454,0.006892535728604754,200.0143940448761,15,TIME_LIMIT,,,,
R106,100,,200,200.0,1295.8035175575799,0.26684836899611464,200.01056098937988,14,TIME_LIMIT,,,,
R107,100,,200,200.0,1159.673009464782,0.35811780883655653,200.00860214233398,13,TIME_LIMIT,,,,
R108,100,,200,200.0,999.5984648808742,0.33535627627138453,200.0849130153656,11,TIME_LIMIT,,,,
R109,100,,200,200.0,1239.5836577729528,0.2806966874971075,200.05416011810303,15,TIME_LIMIT,,,,
R110,100,,200,200.0,1145.0144195593323,0.36815199481766114,200.024267911911,13,TIME_LIMIT,,,,
R111,100,,200,200.0,1127.2668326698258,0.3549533372116845,200.01967787742615,13,TIME_LIMIT,,,,
R112,100,,200,200.0,1039.3145810016779,0.38814421189527176,200.02216291427612,12,TIME_LIMIT,,,,
R201,100,,1000,200.0,1147.803772621077,0.0,6.696937799453735,8,OPTIMAL,,,,
R202,100,,1000,200.0,1066.4948116619275,0.1869019864965304,200.05041813850403,8,TIME_LIMIT,,,,
R203,100,,1000,200.0,907.0034538707655,0.22256706309535015,200.03340315818787,6,TIME_LIMIT,,,,
R204,100,,1000,200.0,764.3429391042812,0.15488032687614878,200.04325413703918,5,TIME_LIMIT,,,,
