name,n,K,capacity,timelimit,objective,mip_gap,runtime,vehicles,term,primal,stated_cost,diff,diff_pct
R203,100,,1000,1000.0,885.078167083418,0.19127072452481358,1000.1016609668732,6,TIME_LIMIT,,,,
R204,100,,1000,1000.0,757.6819446442458,0.1455224546977652,1000.1076381206512,5,TIME_LIMIT,,,,
R205,100,,1000,1000.0,967.3304681580262,0.08571071278657375,1000.0557100772858,5,TIME_LIMIT,,,,
R206,100,,1000,1000.0,933.4537038918821,0.1884530422555924,1000.0270709991455,6,TIME_LIMIT,,,,
R207,100,,1000,1000.0,831.6962171836257,0.16874522268242795,1000.1392829418182,6,TIME_LIMIT,,,,
R208,100,,1000,1000.0,727.9287606091061,0.11800568326182305,1000.0463919639587,4,TIME_LIMIT,,,,
R209,100,,1000,1000.0,921.819086440461,0.1723695940097131,1000.0159668922424,6,TIME_LIMIT,,,,
R210,100,,1000,1000.0,929.2765901261255,0.17877205922989653,1000.0945229530334,7,TIME_LIMIT,,,,
R211,100,,1000,1000.0,797.7739963838283,0.1955725213557439,1000.0509920120239,6,TIME_LIMIT,,,,
RC101,100,,200,1000.0,1623.5849077415594,0.0,322.6689760684967,15,OPTIMAL,,,,
RC102,100,,200,1000.0,1494.0074936164194,0.28605107053247,1000.0225598812103,15,TIME_LIMIT,,,,
RC103,100,,200,1000.0,1354.7039959297038,0.446635258192723,1000.0150051116943,13,TIME_LIMIT,,,,
RC104,100,,200,1000.0,1198.8140557269237,0.443904349746173,1000.1718709468842,11,TIME_LIMIT,,,,
RC105,100,,200,1000.0,1549.6888406886774,0.17597414679661735,1000.0225348472595,16,TIME_LIMIT,,,,
RC106,100,,200,1000.0,1455.467989385677,0.3173807787136837,1000.0258858203888,15,TIME_LIMIT,,,,
RC107,100,,200,1000.0,1264.1590233003687,0.4505105941524724,1000.0372760295868,13,TIME_LIMIT,,,,
RC108,100,,200,1000.0,1154.5940349494174,0.4642606728252803,1000.2236158847809,11,TIME_LIMIT,,,,
RC201,100,,1000,1000.0,1265.5562783074101,0.0,69.24169111251831,9,OPTIMAL,,,,
RC202,100,,1000,1000.0,1114.2712030878456,0.21498728716369675,1000.0252060890198,9,TIME_LIMIT,,,,
RC203,100,,1000,1000.0,993.8836943297096,0.2972855577362627,1000.0889518260956,7,TIME_LIMIT,,,,
RC204,100,,1000,1000.0,820.5886260138889,0.2376439634952724,1000.0436279773712,5,TIME_LIMIT,,,,
RC205,100,,1000,1000.0,1167.3690969341917,0.10802373328041541,1000.0389180183411,8,TIME_LIMIT,,,,
RC206,100,,1000,1000.0,1112.2240051766676,0.17298737134155456,1000.0189230442047,6,TIME_LIMIT,,,,
RC207,100,,1000,1000.0,1047.6224799998338,0.29027217670719274,1000.1009430885315,7,TIME_LIMIT,,,,
RC208,100,,1000,1000.0,839.031093778196,0.28126005508829593,1000.0545320510864,6,TIME_LIMIT,,,,
